,MWP,GLON,GLAT,Disp,MajAxis,MinAxis,Reff,e_Reff,theta,e_theta,Ecc,HR2,HR3,RelFlag,HierFlag,IDDR1,IDA14,Dist,IDCW,Simbad,_RA.icrs,_DE.icrs
2G3339631+0006229,2G3339631+0006229,333.9631,0.0623,0.18,0.63,0.44,0.54,0.23,133,121,0.72,0.28,0.32,R,,1G333963+000644,G333.962+00.063,,,Simbad,245.6309,-49.6517
2G0509727+0007641,2G0509727+0007641,50.9728,0.0764,1.45,10.62,9.25,9.96,1.13,66,120,0.49,0.14,0.38,R,,1G050955+001074,G051.010+00.060,7.2,N107,Simbad,291.2372,16.0355
2G0131880+0003775,2G0131880+0003775,13.1881,0.0377,0.5,1.4,1.19,1.3,0.33,33,111,0.53,0.15,0.33,R,,1G013189+000428,G013.186+00.042,,N10,Simbad,273.5302,-17.4787
2G0435246-0064704,2G0435246-0064704,43.5246,-0.6471,0.38,0.44,0.39,0.42,0.2,9,153,0.49,0.17,0.19,R,,1G043523-006486,G043.523-00.648,8.3,,Simbad,288.3147,9.1165
2G0430398-0044099,2G0430398-0044099,43.0399,-0.441,0.18,0.55,0.43,0.5,0.15,25,76,0.63,0.14,0.15,R,,1G043039-004430,G043.040-00.445,,,Simbad,287.9026,8.7824
2G0082602-0044345,2G0082602-0044345,8.2603,-0.4435,0.35,0.92,0.8,0.86,0.26,36,106,0.5,0.16,0.28,R,,1G008258-004429,G008.250-00.440,,CN110,Simbad,271.4463,-22.0252
2G0288010+0017290,2G0288010+0017290,28.8011,0.1729,0.12,0.6,0.54,0.57,0.13,170,74,0.45,0.19,0.62,R,,1G028801+001734,G028.801+00.170,8.2,,Simbad,280.8192,-3.5967
2G0513575+0001985,2G0513575+0001985,51.3575,0.0199,1.14,2.94,1.62,2.37,0.54,33,68,0.83,,0.13,C,,,,,,Simbad,291.4791,16.3473
2G0195864-0005056,2G0195864-0005056,19.5864,-0.0506,0.06,0.48,0.43,0.46,0.06,59,102,0.41,0.25,0.37,R,,1G019588-000480,G019.588-00.049,,N26,Simbad,276.7314,-11.8782
2G3142149+0034135,2G3142149+0034135,314.215,0.3413,0.25,1.19,0.79,1.01,0.24,111,136,0.75,0.29,0.37,R,,1G314216+003417,G314.219+00.343,,S117,Simbad,216.2439,-60.465
2G0140012-0014003,2G0140012-0014003,14.0012,-0.14,0.33,0.99,0.77,0.89,0.25,172,86,0.63,0.29,0.06,R,,1G013992-001288,G013.992-00.131,,N14,Simbad,274.0995,-16.8488
2G3434810-0004398,2G3434810-0004398,343.4811,-0.044,0.22,1.96,1.21,1.63,0.23,75,95,0.79,0.19,0.35,R,,1G343478-000364,G343.480-00.043,,S17,Simbad,254.8505,-42.579
2G0303030+0004086,2G0303030+0004086,30.3031,0.0409,0.14,0.4,0.35,0.38,0.09,31,72,0.47,0.17,0.19,R,,1G030303+000444,G030.303+00.041,7.3,,Simbad,281.6237,-2.3208
2G0306206-0062732,2G0306206-0062732,30.6207,-0.6273,1.93,5.05,3.84,4.48,1.38,25,112,0.65,0.24,0.48,R,,1G030613-006253,G030.613-00.617,,,Simbad,282.3638,-2.343
2G0587650+0065427,2G0587650+0065427,58.765,0.6543,0.25,0.85,0.76,0.8,0.24,24,123,0.45,0.27,0.25,R,,1G058766+006541,G058.769+00.648,4.4,N125,Simbad,294.6898,23.141
2G0341633+0014499,2G0341633+0014499,34.1633,0.145,0.49,2.86,2.41,2.64,0.38,70,145,0.54,0.2,0.51,R,,1G034164+001462,G034.158+00.147,,N61,Simbad,283.292,1.162
2G0538194-0006169,2G0538194-0006169,53.8195,-0.0617,0.3,0.91,0.7,0.81,0.33,19,104,0.63,0.1,0.11,C,,,G053.822-00.057,5.0,,Simbad,292.7877,18.4708
2G0291175+0009285,2G0291175+0009285,29.1175,0.0929,0.11,0.22,0.13,0.18,0.11,178,85,0.82,0.13,0.11,R,,,G029.117+00.091,,,Simbad,281.0353,-3.3518
2G3040214+0044881,2G3040214+0044881,304.0214,0.4488,0.38,1.05,0.78,0.92,0.38,11,101,0.67,0.4,0.35,R,,1G304021+004503,G304.021+00.450,,S162,Simbad,195.2118,-62.403
2G0184420+0001217,2G0184420+0001217,18.4421,0.0122,0.05,0.28,0.2,0.24,0.03,172,97,0.73,,0.28,C,,,G018.441+00.013,,,Simbad,276.1277,-12.8609
2G3368789+0000037,2G3368789+0000037,336.8789,0.0004,0.06,0.26,0.21,0.23,0.04,52,93,0.59,0.18,0.31,R,,,G336.879+00.000,,S39,Simbad,248.7463,-47.586
2G0495731-0027082,2G0495731-0027082,49.5732,-0.2708,0.09,0.3,0.22,0.27,0.09,4,92,0.67,0.1,0.26,R,D,1G049573-002712,G049.573-00.272,,,Simbad,290.8675,14.6383
2G0137285-0001699,2G0137285-0001699,13.7285,-0.017,0.58,4.11,3.96,4.04,0.57,83,75,0.27,0.23,0.58,R,,1G013733-000160,G013.725-00.024,,N12,Simbad,273.8507,-17.03
2G0554436+0088760,2G0554436+0088760,55.4436,0.8876,0.15,0.59,0.54,0.57,0.26,16,94,0.42,0.43,0.49,R,,1G055445+008879,G055.442+00.886,,N121,Simbad,292.7333,20.3512
2G3336031-0000891,2G3336031-0000891,333.6031,-0.0089,0.32,0.49,0.35,0.43,0.12,26,83,0.71,0.03,0.12,C,,1G333603-000099,G333.603-00.009,,,Simbad,245.3145,-49.9566
2G0119536-0004049,2G0119536-0004049,11.9536,-0.0405,0.58,0.61,0.5,0.56,0.32,176,102,0.56,0.17,0.2,R,,1G011949-000353,,,,Simbad,272.9797,-18.5995
2G3234490+0009811,2G3234490+0009811,323.4491,0.0981,0.44,1.21,0.95,1.09,0.42,16,101,0.62,0.05,0.11,C,,1G323450+000978,G323.449+00.095,,,Simbad,232.1352,-56.3824
2G3294734+0037459,2G3294734+0037459,329.4735,0.3746,0.06,0.26,0.19,0.23,0.04,162,117,0.67,0.16,0.24,R,,1G329474+003750,G329.472+00.373,,,Simbad,240.0621,-52.485
2G0196058-0090608,2G0196058-0090608,19.6058,-0.9061,0.12,0.38,0.23,0.31,0.11,133,132,0.8,0.19,0.33,R,,1G019605-009038,G019.604-00.905,12.8,,Simbad,277.5153,-12.2584
2G0560814-0017963,2G0560814-0017963,56.0814,-0.1796,0.39,1.11,0.83,0.98,0.23,13,29,0.66,0.05,0.12,C,,1G056083-001780,G056.083-00.176,4.7,N122,Simbad,294.0588,20.3926
2G3344213-0024892,2G3344213-0024892,334.4213,-0.2489,0.08,0.47,0.35,0.42,0.11,50,68,0.66,0.52,0.37,R,,1G334421-002485,G334.422-00.251,,S45,Simbad,246.4691,-49.5436
2G0061424-0063722,2G0061424-0063722,6.1425,-0.6372,0.3,1.03,0.78,0.92,0.24,3,127,0.65,0.26,0.49,R,,1G006142-006403,G006.142-00.641,,CN77,Simbad,270.4991,-23.9648
2G3429163-0011993,2G3429163-0011993,342.9163,-0.1199,0.14,0.63,0.46,0.55,0.12,41,79,0.68,0.29,0.32,R,,1G342915-001231,G342.916-00.120,,,Simbad,254.4539,-43.069
2G3114832+0035973,2G3114832+0035973,311.4832,0.3597,0.21,0.58,0.47,0.53,0.13,82,112,0.57,0.07,0.35,R,,1G311483+003617,G311.484+00.361,5.6,S134,Simbad,210.9013,-61.3081
2G0500559-0027704,2G0500559-0027704,50.0559,-0.2771,0.28,1.5,0.95,1.26,0.22,92,164,0.78,0.05,0.1,C,,1G050067-002920,G050.038-00.274,5.5,N104,Simbad,291.1094,15.0606
2G0597934+0024121,2G0597934+0024121,59.7935,0.2412,0.18,1.23,0.94,1.09,0.16,166,12,0.65,,0.13,C,,1G059797+002436,G059.796+00.241,9.1,,Simbad,295.6352,23.8313
2G3213952-0031392,2G3213952-0031392,321.3952,-0.3139,0.26,1.15,0.95,1.06,0.36,33,98,0.56,0.48,0.56,R,,1G321395-003135,G321.392-00.315,,S89,Simbad,229.3822,-57.8506
2G0228769+0015600,2G0228769+0015600,22.8769,0.156,0.08,0.37,0.26,0.32,0.05,28,92,0.72,0.15,0.14,R,,,G022.876+00.153,,,Simbad,278.0969,-8.8672
2G0193539-0009211,2G0193539-0009211,19.3539,-0.0921,0.17,1.15,0.85,1.01,0.13,164,57,0.67,,0.17,C,,1G019359-000967,G019.362-00.097,,,Simbad,276.6582,-12.1033
2G3174001+0009332,2G3174001+0009332,317.4001,0.0933,0.65,1.19,0.81,1.02,0.36,52,83,0.73,0.06,0.16,R,,1G317404+000973,G317.405+00.091,2.8,,Simbad,222.2831,-59.4313
2G0186563-0004901,2G0186563-0004901,18.6563,-0.049,0.22,0.63,0.5,0.57,0.14,26,86,0.62,0.25,0.24,R,,1G018658-000495,G018.657-00.057,12.5,,Simbad,276.2859,-12.7002
2G0389274-0038612,2G0389274-0038612,38.9275,-0.3861,0.2,0.72,0.59,0.66,0.21,174,119,0.57,0.38,0.38,R,,1G038928-003861,G038.926-00.389,,N75,Simbad,285.9459,5.157
2G3119145+0022631,2G3119145+0022631,311.9146,0.2263,0.65,1.85,1.25,1.58,0.47,32,75,0.74,0.12,0.21,R,,1G311910+002181,G311.919+00.204,7.9,,Simbad,211.8418,-61.3142
2G0562579-0010555,2G0562579-0010555,56.258,-0.1056,0.37,1.1,0.7,0.92,0.32,21,102,0.77,0.15,0.19,R,,1G056259-001024,G056.260-00.104,,,Simbad,294.0818,20.5829
2G0373636-0022119,2G0373636-0022119,37.3636,-0.2212,0.76,0.77,0.51,0.65,0.23,43,60,0.76,,0.24,C,,,,,,Simbad,285.0806,3.8422
2G0522299+0073761,2G0522299+0073761,52.23,0.7376,0.12,0.59,0.38,0.5,0.15,50,69,0.76,0.41,0.36,R,,1G052231+007378,G052.232+00.735,10.9,N113,Simbad,291.2516,17.4559
2G0412488+0036669,2G0412488+0036669,41.2489,0.3667,0.25,2.1,1.44,1.8,0.17,43,45,0.73,,0.41,C,,1G041237+003647,G041.235+00.367,5.4,,Simbad,286.3446,7.5651
2G3277704-0034396,2G3277704-0034396,327.7704,-0.344,0.34,1.16,0.96,1.06,0.15,14,68,0.56,,0.19,C,,1G327770-003461,G327.770-00.346,4.6,,Simbad,238.6617,-54.1334
2G3362151+0015250,2G3362151+0015250,336.2151,0.1525,0.06,0.27,0.19,0.23,0.07,7,153,0.72,0.17,0.18,R,,1G336215+001526,G336.216+00.151,,,Simbad,247.9086,-47.9693
2G3017509+0028355,2G3017509+0028355,301.7509,0.2836,0.08,0.35,0.29,0.32,0.13,59,92,0.54,0.15,0.16,R,,,G301.751+00.283,,,Simbad,190.2956,-62.5646
2G3360136-0036879,2G3360136-0036879,336.0137,-0.3688,0.07,0.25,0.21,0.23,0.08,23,125,0.52,0.41,0.18,R,,,,,,Simbad,248.2744,-48.4722
2G3058358-0006030,2G3058358-0006030,305.8358,-0.0603,0.14,0.61,0.36,0.5,0.09,180,107,0.81,,0.21,C,,1G305837-000638,G305.838-00.059,,,Simbad,199.2202,-62.7885
2G3165194-0060160,2G3165194-0060160,316.5195,-0.6016,0.54,1.24,0.99,1.12,0.39,39,112,0.61,0.41,0.36,R,,1G316519-005993,G316.516-00.600,,S114,Simbad,221.2937,-60.4376
2G3271392-0026172,2G3271392-0026172,327.1392,-0.2617,0.24,0.75,0.62,0.69,0.33,41,112,0.55,0.36,0.23,R,,1G327138-002613,G327.139-00.261,,S75,Simbad,237.7351,-54.4693
2G0257219+0005879,2G0257219+0005879,25.722,0.0588,0.13,0.38,0.32,0.35,0.1,56,119,0.56,0.16,0.39,R,,1G025723+000585,G025.724+00.058,9.5,,Simbad,279.5055,-6.3862
2G3546141+0048790,2G3546141+0048790,354.6141,0.4879,0.51,1.21,1.04,1.13,0.43,14,95,0.51,0.5,0.43,R,,1G354612+004841,G354.611+00.483,,CS46,Simbad,262.5548,-33.2238
2G3058024+0001722,2G3058024+0001722,305.8024,0.0172,0.08,0.31,0.25,0.28,0.05,39,110,0.56,0.09,0.19,R,,1G305803+000171,G305.805+00.017,,,Simbad,199.131,-62.7146
2G0383528-0013276,2G0383528-0013276,38.3529,-0.1328,0.27,0.92,0.83,0.88,0.23,37,100,0.44,0.24,0.39,R,,1G038354-001328,G038.353-00.135,,N72,Simbad,285.4557,4.7623
2G0088666-0032504,2G0088666-0032504,8.8667,-0.3251,0.63,1.13,0.84,1.0,0.39,23,84,0.67,0.06,0.33,R,,1G008867-003251,G008.865-00.323,,CN123,Simbad,271.6538,-21.4382
2G3179763-0001082,2G3179763-0001082,317.9763,-0.0108,0.07,0.34,0.3,0.32,0.12,28,88,0.43,0.13,0.1,R,,1G317976-000135,G317.976-00.011,,,Simbad,223.3863,-59.2683
2G3087116+0062461,2G3087116+0062461,308.7116,0.6246,0.98,5.76,4.52,5.18,0.91,49,59,0.62,0.32,0.66,R,P,1G308715+006317,G308.713+00.646,5.3,S145 S144,Simbad,205.1209,-61.6955
2G0193126-0037337,2G0193126-0037337,19.3127,-0.3734,0.46,0.81,0.58,0.7,0.44,28,96,0.69,0.08,0.07,C,,1G019309-003739,G019.309-00.375,,,Simbad,276.8933,-12.2707
2G0499983-0012861,2G0499983-0012861,49.9984,-0.1286,0.6,1.27,0.8,1.06,0.3,179,165,0.77,0.04,0.34,R,,1G049997-001215,G049.997-00.130,,,Simbad,290.9457,15.0802
2G3239210+0040036,2G3239210+0040036,323.9211,0.4004,0.12,0.55,0.42,0.49,0.18,154,90,0.65,0.22,0.25,R,,1G323920+004007,G323.921+00.399,,,Simbad,232.5266,-55.8661
2G0500788+0056955,2G0500788+0056955,50.0789,0.5696,0.19,0.89,0.82,0.86,0.32,52,97,0.41,0.53,0.55,R,,1G050078+005703,G050.079+00.571,11.2,N105,Simbad,290.3469,15.4805
2G3200379-0054927,2G3200379-0054927,320.0379,-0.5493,0.21,0.77,0.69,0.73,0.17,65,108,0.45,0.09,0.12,C,,,G320.037-00.551,,,Simbad,227.4031,-58.7542
2G3126958-0011417,2G3126958-0011417,312.6958,-0.1142,0.44,1.93,1.5,1.73,0.42,53,54,0.63,0.17,0.51,R,,1G312693-001139,G312.681-00.110,,S127,Simbad,213.6101,-61.4025
2G3239745+0005725,2G3239745+0005725,323.9745,0.0573,0.1,0.47,0.39,0.44,0.11,176,99,0.56,0.27,0.36,R,,1G323974+000576,G323.973+00.057,,S83,Simbad,232.9551,-56.1174
2G3526407-0035517,2G3526407-0035517,352.6408,-0.3552,0.22,1.32,1.02,1.18,0.13,3,47,0.63,,0.14,C,,1G352658-003636,G352.649-00.358,,CS68 CS67,Simbad,262.0854,-35.3343
2G0081129+0023166,2G0081129+0023166,8.113,0.2317,0.23,1.35,0.97,1.18,0.2,108,128,0.69,0.24,0.27,R,,1G008120+002342,,,CN107,Simbad,270.7342,-21.8222
2G3202816+0044453,2G3202816+0044453,320.2817,0.4445,0.78,3.29,2.18,2.79,0.53,146,107,0.75,0.05,0.09,C,,1G320281+004505,G320.248+00.442,2.1,,Simbad,226.8573,-57.772
2G3274868-0049692,2G3274868-0049692,327.4868,-0.4969,0.23,0.91,0.59,0.77,0.24,172,69,0.76,,0.15,C,,1G327492-004930,G327.487-00.492,,,Simbad,238.4541,-54.4319
2G3202580-0032150,2G3202580-0032150,320.2581,-0.3215,0.25,1.41,1.17,1.29,0.16,39,76,0.55,,0.46,C,P,1G320258-003210,G320.255-00.326,,,Simbad,227.5467,-58.4463
2G0218729+0000495,2G0218729+0000495,21.873,0.005,0.28,0.43,0.36,0.4,0.2,43,89,0.56,0.14,0.13,R,,1G021873+000095,G021.873+00.005,13.5,,Simbad,277.7622,-9.8271
2G0110378+0006837,2G0110378+0006837,11.0378,0.0684,0.32,0.5,0.39,0.45,0.2,38,105,0.63,0.1,0.16,R,,1G011035+000657,G011.035+00.065,,,Simbad,272.4118,-19.3492
2G3178713+0014404,2G3178713+0014404,317.8714,0.144,0.35,1.03,0.74,0.89,0.22,152,110,0.69,0.12,0.19,R,,1G317862+001517,,,,Simbad,223.0671,-59.1773
2G0108438-0011291,2G0108438-0011291,10.8438,-0.1129,0.09,0.37,0.28,0.33,0.06,178,84,0.66,0.28,0.15,R,,,G010.842-00.112,,,Simbad,272.4806,-19.6067
2G3347223-0065354,2G3347223-0065354,334.7223,-0.6535,0.19,0.6,0.48,0.54,0.24,180,100,0.59,0.22,0.4,R,,1G334723-006518,G334.721-00.653,17.5,,Simbad,247.2404,-49.6076
2G0246817-0016924,2G0246817-0016924,24.6817,-0.1693,0.44,1.0,0.73,0.87,0.24,176,109,0.68,0.14,0.26,R,,1G024682-001645,G024.678-00.164,,,Simbad,279.2284,-7.4151
2G3073895-0072222,2G3073895-0072222,307.3895,-0.7222,0.25,1.67,1.25,1.48,0.29,90,134,0.66,0.27,0.51,R,,1G307391-007207,G307.392-00.724,,,Simbad,202.8018,-63.2492
2G3285789-0014150,2G3285789-0014150,328.579,-0.1415,0.16,0.36,0.23,0.3,0.12,19,160,0.78,0.2,0.27,R,,1G328578-001448,G328.576-00.144,,,Simbad,239.4904,-53.4587
2G3021312-0000545,2G3021312-0000545,302.1312,-0.0054,0.12,0.55,0.39,0.48,0.2,6,53,0.71,0.11,0.16,R,,1G302131-000076,G302.131-00.005,,,Simbad,191.1036,-62.8662
2G0459357-0040163,2G0459357-0040163,45.9358,-0.4016,0.22,0.65,0.56,0.6,0.3,43,99,0.51,0.17,0.15,R,,1G045934-004012,G045.933-00.403,5.9,,Simbad,289.2334,11.3652
2G3323166-0056648,2G3323166-0056648,332.3166,-0.5665,0.35,0.97,0.87,0.92,0.26,34,97,0.45,0.14,0.31,R,,1G332317-005665,G332.311-00.567,,S54,Simbad,244.4869,-51.2567
2G0493210-0041003,2G0493210-0041003,49.3211,-0.41,0.38,1.2,0.92,1.07,0.23,80,103,0.64,0.21,0.27,R,,1G049321-004225,G049.315-00.425,,,Simbad,290.8711,14.3503
2G3246473-0031274,2G3246473-0031274,324.6474,-0.3127,0.17,1.06,0.89,0.98,0.13,34,47,0.54,,0.17,C,,1G324650-003130,G324.642-00.321,,S81,Simbad,234.3214,-56.0273
2G0420562-0012027,2G0420562-0012027,42.0562,-0.1203,0.13,0.55,0.38,0.47,0.15,6,67,0.72,0.26,0.25,R,,1G042056-001204,G042.057-00.121,,,Simbad,287.1559,8.0579
2G3512615+0101773,2G3512615+0101773,351.2615,1.0177,0.35,1.09,0.83,0.97,0.36,139,123,0.65,0.34,0.37,R,,,G351.261+01.016,,CS87,Simbad,259.7365,-35.6979
2G0245572-0013312,2G0245572-0013312,24.5572,-0.1331,0.1,0.85,0.69,0.78,0.09,9,72,0.58,0.1,0.35,R,,1G024558-001329,G024.557-00.132,,,Simbad,279.1383,-7.509
2G0118917+0074913,2G0118917+0074913,11.8918,0.7491,0.37,1.89,1.64,1.77,0.35,44,70,0.5,0.48,0.7,R,,1G011895+007508,G011.893+00.748,3.2,N4,Simbad,272.2193,-18.2725
2G3055340+0035769,2G3055340+0035769,305.5341,0.3577,0.22,1.07,0.99,1.03,0.31,71,93,0.38,0.45,0.5,R,D,1G305535+003577,G305.535+00.357,4.9,S150,Simbad,198.4832,-62.4003
2G0214268-0065820,2G0214268-0065820,21.4269,-0.6582,0.15,0.7,0.53,0.62,0.13,151,36,0.65,,0.15,C,,1G021423-006577,G021.424-00.661,,,Simbad,278.1502,-10.5293
2G3211262-0052216,2G3211262-0052216,321.1263,-0.5222,0.64,2.3,1.45,1.92,0.52,57,82,0.78,0.36,0.44,R,,1G321119-004957,G321.115-00.546,3.8,,Simbad,229.1589,-58.1695
2G0213516-0013702,2G0213516-0013702,21.3517,-0.137,0.12,0.65,0.61,0.63,0.22,40,102,0.33,0.39,0.22,R,,1G021352-001363,G021.348-00.136,4.5,N28,Simbad,277.6449,-10.3549
2G3203471-0020182,2G3203471-0020182,320.3471,-0.2018,0.46,1.05,0.78,0.92,0.27,8,102,0.67,0.12,0.4,R,,1G320347-002024,G320.346-00.215,,,Simbad,227.5773,-58.298
2G0244499+0010248,2G0244499+0010248,24.45,0.1025,0.25,0.81,0.52,0.68,0.18,148,108,0.76,0.14,0.26,R,,1G024453+001018,G024.454+00.106,,,Simbad,278.8776,-7.4959
2G0096648+0058667,2G0096648+0058667,9.6649,0.5867,0.14,0.72,0.51,0.62,0.18,38,47,0.7,,0.13,C,,1G009662+005892,G009.660+00.589,,,Simbad,271.2201,-20.2962
2G3128746-0045661,2G3128746-0045661,312.8746,-0.4566,0.2,0.64,0.36,0.52,0.09,148,137,0.83,0.11,0.29,R,,1G312875-004567,G312.877-00.460,,,Simbad,214.1952,-61.6698
2G3455103+0015943,2G3455103+0015943,345.5104,0.1594,0.07,0.27,0.23,0.25,0.12,39,102,0.47,0.18,0.25,R,,1G345511+001596,G345.510+00.160,,,Simbad,256.2985,-40.8494
2G3412718-0026649,2G3412718-0026649,341.2719,-0.2665,0.2,0.62,0.39,0.52,0.14,92,131,0.78,0.1,0.2,R,,1G341269-002656,G341.271-00.265,,,Simbad,253.1818,-44.4406
2G3313968-0018167,2G3313968-0018167,331.3969,-0.1817,0.06,0.29,0.24,0.27,0.09,48,97,0.59,0.39,0.3,R,,1G331397-001815,G331.398-00.182,,S58,Simbad,242.9935,-51.6134
2G3294466+0050506,2G3294466+0050506,329.4466,0.5051,0.15,0.8,0.47,0.66,0.18,38,96,0.81,0.23,0.25,R,,1G329448+005067,G329.445+00.504,,,Simbad,239.8891,-52.4036
2G3323137+0008143,2G3323137+0008143,332.3138,0.0814,0.16,0.72,0.53,0.63,0.13,39,91,0.68,,0.2,C,,1G332316+000812,,,,Simbad,243.7685,-50.7923
2G3115428+0032224,2G3115428+0032224,311.5429,0.3222,0.11,0.31,0.23,0.27,0.03,40,41,0.65,,0.24,C,,1G311541+003202,G311.540+00.319,,,Simbad,211.0424,-61.3276
2G3129754-0043644,2G3129754-0043644,312.9754,-0.4365,0.63,2.16,1.93,2.05,0.49,34,93,0.45,0.48,0.63,R,,1G312975-004354,G312.979-00.432,,S123,Simbad,214.3821,-61.618
2G0186790-0023498,2G0186790-0023498,18.6791,-0.235,0.15,0.58,0.46,0.53,0.17,9,94,0.61,0.27,0.24,R,,1G018679-002347,G018.677-00.236,,N23,Simbad,276.4654,-12.7669
2G3095512-0072054,2G3095512-0072054,309.5513,-0.7206,0.64,1.53,1.26,1.41,0.6,37,129,0.57,0.33,0.41,R,,1G309550-007199,G309.540-00.720,5.4,S141,Simbad,207.4845,-62.8381
2G0244974+0048379,2G0244974+0048379,24.4974,0.4838,0.22,0.8,0.64,0.72,0.19,32,80,0.59,0.18,0.27,R,,1G024497+004850,G024.497+00.482,,,Simbad,278.5583,-7.2782
2G0586056+0063631,2G0586056+0063631,58.6057,0.6363,0.71,1.62,1.43,1.53,0.53,13,130,0.46,0.32,0.37,R,,1G058604+006396,G058.602+00.639,,N124,Simbad,294.6219,22.9934
2G3292760+0010972,2G3292760+0010972,329.276,0.1097,0.3,1.1,0.98,1.04,0.35,54,83,0.46,0.34,0.38,R,,1G329275+001097,G329.266+00.111,,S70,Simbad,240.1009,-52.8146
2G3413042-0030274,2G3413042-0030274,341.3043,-0.3027,0.6,1.27,1.04,1.16,0.37,18,86,0.58,0.17,0.38,R,,1G341301-003011,G341.305-00.306,,S22,Simbad,253.2497,-44.4385
2G0561570+0007610,2G0561570+0007610,56.1571,0.0761,0.12,0.45,0.36,0.41,0.09,91,109,0.61,0.17,0.36,R,,,G056.153+00.076,9.9,,Simbad,293.8598,20.5833
2G0494686-0025486,2G0494686-0025486,49.4686,-0.2549,0.14,0.98,0.84,0.91,0.11,47,137,0.51,0.12,0.3,R,,1G049468-002529,G049.465-00.254,,,Simbad,290.8019,14.5536
2G0373503+0068844,2G0373503+0068844,37.3504,0.6885,0.06,0.62,0.45,0.54,0.04,65,55,0.68,,0.7,C,,1G037349+006876,G037.344+00.684,10.5,,Simbad,284.2633,4.246
2G0377479-0021363,2G0377479-0021363,37.748,-0.2136,0.45,1.17,0.77,0.99,0.28,21,89,0.75,0.21,0.21,R,,1G037756-002127,G037.763-00.212,9.1,,Simbad,285.2501,4.1875
2G0288267-0022817,2G0288267-0022817,28.8267,-0.2282,0.33,1.26,1.09,1.18,0.36,39,143,0.51,0.54,0.65,R,,1G028828-002282,G028.823-00.226,5.5,N49,Simbad,281.1885,-3.7572
2G0300238+0011145,2G0300238+0011145,30.0239,0.1114,0.16,0.41,0.23,0.33,0.05,145,86,0.82,,0.13,C,,,G030.026+00.109,7.4,,Simbad,281.4334,-2.537
2G3322921-0053694,2G3322921-0053694,332.2922,-0.5369,0.11,0.5,0.37,0.44,0.09,40,90,0.67,,0.24,C,,1G332293-005367,G332.293-00.536,,S55,Simbad,244.4259,-51.2525
2G0195047-0044729,2G0195047-0044729,19.5048,-0.4473,0.14,0.53,0.34,0.44,0.17,24,66,0.77,0.08,0.08,C,,1G019507-004475,G019.504-00.449,4.5,,Simbad,277.0516,-12.135
2G0223919+0028955,2G0223919+0028955,22.3919,0.2896,0.54,0.6,0.48,0.54,0.29,16,145,0.61,0.08,0.07,C,,,G022.397+00.288,,,Simbad,277.7499,-9.2354
2G0081015+0034436,2G0081015+0034436,8.1015,0.3444,0.6,1.42,1.03,1.24,0.32,17,87,0.69,0.06,0.16,R,,1G008105+003444,G008.107+00.338,,,Simbad,270.6225,-21.7766
2G3485358-0097327,2G3485358-0097327,348.5358,-0.9733,0.07,0.81,0.44,0.65,0.04,35,5,0.84,,0.22,C,,,G348.533-00.973,1.9,,Simbad,259.8189,-39.0726
2G3217866-0068620,2G3217866-0068620,321.7867,-0.6862,0.16,0.5,0.42,0.46,0.19,24,104,0.57,0.19,0.11,R,,1G321787-006866,G321.786-00.687,,,Simbad,230.3797,-57.9551
2G0197420+0027985,2G0197420+0027985,19.742,0.2798,0.09,0.47,0.33,0.4,0.2,15,91,0.71,0.25,0.16,R,,1G019742+002800,G019.741+00.280,14.4,,Simbad,276.5069,-11.5865
2G3134915+0032080,2G3134915+0032080,313.4916,0.3208,0.27,0.51,0.37,0.45,0.15,69,134,0.68,0.19,0.14,R,,1G313492+003226,G313.492+00.319,,,Simbad,214.8744,-60.7328
2G3352895-0015994,2G3352895-0015994,335.2896,-0.16,0.06,0.41,0.29,0.35,0.05,71,79,0.7,,0.41,C,,1G335290-001611,G335.288-00.162,,,Simbad,247.293,-48.8565
2G0509932-0020584,2G0509932-0020584,50.9933,-0.2058,0.18,0.64,0.52,0.58,0.2,59,102,0.57,0.14,0.09,R,,1G050994-002061,G050.994-00.208,,,Simbad,291.5057,15.9196
2G0121973-0016416,2G0121973-0016416,12.1974,-0.1642,0.08,0.21,0.17,0.19,0.05,39,84,0.59,0.18,0.16,R,,,G012.197-00.165,,,Simbad,273.2176,-18.4451
2G0061563-0060975,2G0061563-0060975,6.1563,-0.6098,0.14,0.67,0.59,0.63,0.09,45,84,0.47,0.13,0.23,R,,1G006158-006085,G006.160-00.608,,CN78,Simbad,270.4805,-23.9392
2G0203210+0007528,2G0203210+0007528,20.321,0.0753,0.13,0.45,0.31,0.38,0.08,48,76,0.72,,0.26,C,,1G020322+000746,G020.321+00.075,11.3,,Simbad,276.9666,-11.1694
2G3321428+0004378,2G3321428+0004378,332.1428,0.0438,0.09,0.38,0.24,0.32,0.11,12,95,0.78,0.31,0.19,R,,1G332143+000436,G332.143+00.043,,,Simbad,243.6135,-50.9375
2G0575396-0028315,2G0575396-0028315,57.5397,-0.2832,0.5,1.41,1.15,1.28,0.55,8,137,0.58,0.54,0.35,R,,1G057544-002820,G057.541-00.279,8.8,N123,Simbad,294.921,21.6131
2G0195052-0019067,2G0195052-0019067,19.5052,-0.1907,0.27,0.78,0.55,0.67,0.13,41,101,0.71,0.25,0.36,R,,1G019505-001900,G019.504-00.193,12.8,N25,Simbad,276.8195,-12.0153
