,MWP,GLON,GLAT,Disp,MajAxis,MinAxis,Reff,e_Reff,theta,e_theta,Ecc,HR2,HR3,RelFlag,HierFlag,IDDR1,IDA14,Dist,IDCW,Simbad,_RA.icrs,_DE.icrs
2G3292376-0027871,2G3292376-0027871,329.2376,-0.2787,0.43,0.5,0.41,0.46,0.17,122,106,0.58,0.05,0.08,C,,1G329237-002796,G329.234-00.276,,,Simbad,240.4755,-53.1331
2G3332949-0040398,2G3332949-0040398,333.295,-0.404,0.33,0.85,0.64,0.75,0.18,33,93,0.66,0.04,0.1,C,,,G333.288-00.399,3.4,,Simbad,245.4096,-50.4539
2G0210045-0005391,2G0210045-0005391,21.0045,-0.0539,0.11,0.31,0.23,0.27,0.07,21,87,0.66,0.11,0.21,R,,1G021005-000517,G021.004-00.056,13.4,,Simbad,277.4064,-10.6241
2G0178052+0007312,2G0178052+0007312,17.8053,0.0731,0.03,0.18,0.17,0.17,0.02,28,64,0.4,,0.27,C,,,G017.804+00.073,,,Simbad,275.7662,-13.395
2G0389074-0043743,2G0389074-0043743,38.9075,-0.4374,0.26,1.5,1.24,1.37,0.38,23,127,0.57,0.34,0.3,R,,1G038907-004386,G038.901-00.443,,N74,Simbad,285.9825,5.1158
2G0137077-0023894,2G0137077-0023894,13.7077,-0.2389,0.27,0.57,0.49,0.53,0.19,38,96,0.51,0.12,0.32,R,,1G013708-002390,G013.709-00.243,,,Simbad,274.0445,-17.154
2G3305265+0055176,2G3305265+0055176,330.5266,0.5518,0.28,1.18,1.01,1.1,0.28,39,104,0.51,0.15,0.55,R,,1G330527+005514,G330.528+00.553,,,Simbad,241.1611,-51.6579
2G0336423-0022807,2G0336423-0022807,33.6423,-0.2281,0.22,0.56,0.45,0.51,0.26,137,91,0.59,0.08,0.14,R,,1G033643-002273,G033.643-00.229,6.5,,Simbad,283.3864,0.5282
2G3017131-0006025,2G3017131-0006025,301.7132,-0.0603,0.3,0.51,0.46,0.49,0.28,45,124,0.43,0.16,0.14,R,,1G301712-000616,G301.710-00.056,,,Simbad,190.1828,-62.9067
2G3116936-0039087,2G3116936-0039087,311.6936,-0.3909,0.37,0.37,0.26,0.32,0.07,113,62,0.73,,0.54,C,,,G311.696-00.392,,,Simbad,211.7719,-61.9689
2G3571471-0010057,2G3571471-0010057,357.1472,-0.1006,0.05,0.2,0.14,0.17,0.02,4,49,0.71,,0.27,C,,,G357.148-00.101,,,Simbad,264.7644,-31.4136
2G3494082+0018767,2G3494082+0018767,349.4082,0.1877,0.05,0.28,0.23,0.25,0.04,65,107,0.58,,0.27,C,,,G349.407+00.188,18.1,,Simbad,259.2497,-37.6906
2G0502985+0067888,2G0502985+0067888,50.2985,0.6789,0.18,0.64,0.51,0.58,0.11,64,52,0.61,,0.26,C,,1G050302+006756,G050.298+00.674,8.9,,Simbad,290.354,15.7257
2G3330923-0036941,2G3330923-0036941,333.0924,-0.3694,0.15,0.48,0.33,0.41,0.1,58,112,0.72,,0.16,C,,1G333093-003676,G333.093-00.370,,,Simbad,245.1453,-50.5723
2G0128825+0048085,2G0128825+0048085,12.8826,0.4808,0.18,0.37,0.29,0.33,0.14,150,95,0.61,0.07,0.07,C,,1G012883+004799,G012.881+00.480,2.5,,Simbad,272.9688,-17.5343
2G0311513+0028909,2G0311513+0028909,31.1514,0.2891,0.48,1.53,1.21,1.38,0.29,57,110,0.61,0.21,0.42,R,,1G031147+002879,G031.138+00.285,7.3,N54,Simbad,281.79,-1.4527
2G3264592+0090494,2G3264592+0090494,326.4592,0.905,0.14,0.94,0.6,0.79,0.13,82,85,0.77,0.2,0.43,R,,1G326450+009028,,,,Simbad,235.5896,-53.9691
2G0300195-0003903,2G0300195-0003903,30.0196,-0.039,0.2,0.37,0.24,0.31,0.09,15,70,0.77,,0.15,C,,1G030022-000378,G030.022-00.042,8.9,,Simbad,281.5653,-2.6095
2G0324643+0019478,2G0324643+0019478,32.4644,0.1948,0.04,0.36,0.25,0.31,0.04,151,94,0.72,,0.41,C,,1G032464+001944,G032.463+00.193,11.1,,Simbad,282.4729,-0.3273
2G3026408-0009331,2G3026408-0009331,302.6408,-0.0933,0.95,4.37,3.59,4.0,0.6,24,86,0.57,0.15,0.2,R,,1G302620-000837,G302.582-00.083,12.2,,Simbad,192.219,-62.9636
2G0410678-0018005,2G0410678-0018005,41.0678,-0.1801,2.26,3.58,2.63,3.14,1.2,47,114,0.68,0.19,0.39,R,,1G041066-001600,G041.074-00.162,8.7,,Simbad,286.7504,7.1529
2G0126370-0001236,2G0126370-0001236,12.6371,-0.0124,0.47,0.43,0.33,0.39,0.19,18,76,0.65,0.08,0.1,C,,,,,,Simbad,273.2994,-17.9864
2G0414796+0038180,2G0414796+0038180,41.4796,0.3818,0.12,0.58,0.44,0.52,0.06,80,62,0.65,,0.24,C,,1G041479+003845,G041.481+00.382,,,Simbad,286.438,7.7769
2G3490506+0009278,2G3490506+0009278,349.0506,0.0928,0.04,0.28,0.26,0.27,0.02,44,73,0.43,,0.3,C,,1G349051+000925,G349.051+00.093,,S4,Simbad,259.0852,-38.037
2G0190313+0042229,2G0190313+0042229,19.0313,0.4223,0.17,0.89,0.62,0.76,0.19,96,71,0.71,,0.23,C,,1G019029+004207,G019.030+00.423,13.7,,Simbad,276.0389,-12.1483
2G0060556-0003131,2G0060556-0003131,6.0556,-0.0313,0.38,0.43,0.27,0.36,0.25,13,75,0.79,0.04,0.2,R,,1G006056-000292,G006.057-00.033,,,Simbad,269.8767,-23.7397
2G0456329-0001645,2G0456329-0001645,45.6329,-0.0164,0.46,1.03,0.77,0.91,0.25,13,62,0.66,,0.18,C,,1G045622-000093,G045.634-00.016,11.4,,Simbad,288.7419,11.2766
2G0399284-0037802,2G0399284-0037802,39.9284,-0.378,0.32,0.66,0.52,0.59,0.17,172,121,0.6,0.06,0.12,C,,1G039928-003775,G039.924-00.378,6.5,,Simbad,286.4001,6.0501
2G0598350+0001031,2G0598350+0001031,59.8351,0.0103,0.44,1.32,1.08,1.21,0.44,55,125,0.58,0.29,0.31,R,,1G059837+000112,G059.835+00.009,,,Simbad,295.8768,23.7526
2G0309602+0058540,2G0309602+0058540,30.9602,0.5854,0.13,0.85,0.62,0.75,0.1,8,59,0.68,0.3,0.27,R,,1G030961+005940,G030.958+00.594,,,Simbad,281.439,-1.4876
2G3056393+0051128,2G3056393+0051128,305.6393,0.5113,0.14,0.57,0.54,0.55,0.11,32,66,0.34,0.2,0.34,R,,1G305640+005119,G305.637+00.515,,S148,Simbad,198.6794,-62.238
2G3208831-0064312,2G3208831-0064312,320.8831,-0.6431,0.35,1.38,1.2,1.3,0.3,11,104,0.5,0.05,0.3,R,,1G320883-006436,G320.884-00.641,,,Simbad,228.8861,-58.4001
2G3580837-0015733,2G3580837-0015733,358.0838,-0.1573,0.16,0.34,0.26,0.3,0.11,84,94,0.64,0.09,0.18,R,,1G358084-001571,G358.083-00.158,,,Simbad,265.4007,-30.65
2G0138900-0047682,2G0138900-0047682,13.8901,-0.4768,0.21,1.11,0.9,1.01,0.17,26,37,0.58,,0.15,C,,,G013.890-00.475,,,Simbad,274.3542,-17.1066
2G3374011-0031136,2G3374011-0031136,337.4011,-0.3114,0.04,0.31,0.22,0.27,0.03,109,48,0.68,,0.18,C,,1G337402-003104,G337.402-00.310,,,Simbad,249.6075,-47.4088
2G0186665+0004858,2G0186665+0004858,18.6665,0.0486,0.05,0.22,0.12,0.18,0.02,5,5,0.84,,0.14,C,,,G018.667+00.050,10.8,,Simbad,276.2023,-12.6455
2G3456558+0001375,2G3456558+0001375,345.6559,0.0138,0.27,0.69,0.59,0.64,0.13,42,120,0.53,,0.18,C,,1G345653+000114,G345.651+00.015,15.2,,Simbad,256.568,-40.8214
2G0247603+0062761,2G0247603+0062761,24.7603,0.6276,0.42,1.36,1.13,1.25,0.33,0,110,0.56,0.12,0.2,R,,1G024763+006252,G024.762+00.621,,,Simbad,278.5517,-6.9787
2G0331734-0001479,2G0331734-0001479,33.1735,-0.0148,0.39,2.5,1.73,2.15,0.25,115,125,0.72,,0.17,C,,1G033176-000097,G033.205-00.013,7.1,,Simbad,282.9828,0.2083
2G0174657-0023288,2G0174657-0023288,17.4658,-0.2329,0.06,0.3,0.24,0.27,0.05,51,93,0.63,,0.26,C,,1G017466-002332,G017.465-00.234,,,Simbad,275.8805,-13.8383
2G3319293+0006084,2G3319293+0006084,331.9293,0.0608,0.09,0.37,0.3,0.34,0.05,70,60,0.6,,0.27,C,,1G331930+000603,,,,Simbad,243.3487,-51.072
2G0123078-0005943,2G0123078-0005943,12.3079,-0.0594,0.69,2.12,1.8,1.97,0.32,176,113,0.52,0.06,0.11,C,,1G012309-000609,G012.311-00.059,,,Simbad,273.1766,-18.2978
2G0350588-0077857,2G0350588-0077857,35.0588,-0.7786,0.41,1.05,0.74,0.91,0.3,99,131,0.71,0.08,0.15,R,,1G035059-007792,G035.057-00.783,,,Simbad,284.5227,1.5375
2G0299535-0078597,2G0299535-0078597,29.9536,-0.786,0.09,0.34,0.28,0.31,0.1,43,47,0.58,0.21,0.09,R,,1G029954-007860,G029.954-00.788,,,Simbad,282.2007,-3.009
2G0606589-0002319,2G0606589-0002319,60.659,-0.0232,0.2,0.86,0.81,0.83,0.11,28,128,0.33,0.17,0.25,R,,1G060662-000267,G060.659-00.031,9.1,,Simbad,296.3595,24.4495
2G2989290+0048248,2G2989290+0048248,298.9291,0.4825,0.36,1.93,1.56,1.75,0.15,36,42,0.59,,0.23,C,,1G298930+004855,G298.924+00.473,,,Simbad,184.2741,-62.1221
2G3572422-0008981,2G3572422-0008981,357.2423,-0.0898,0.05,0.31,0.22,0.27,0.03,169,61,0.73,,0.19,C,,,,,,Simbad,264.8131,-31.3274
2G0101863-0039775,2G0101863-0039775,10.1863,-0.3977,0.12,0.28,0.2,0.24,0.1,132,97,0.69,0.08,0.09,C,,,G010.185-00.396,,CN145,Simbad,272.4076,-20.3199
2G0234246+0007241,2G0234246+0007241,23.4246,0.0724,0.11,0.25,0.19,0.22,0.07,138,105,0.62,0.11,0.21,R,,,G023.424+00.071,,,Simbad,278.4276,-8.4199
2G0292404+0015506,2G0292404+0015506,29.2405,0.1551,0.19,1.0,0.84,0.92,0.11,155,112,0.55,,0.15,C,,1G029240+001548,G029.246+00.149,,,Simbad,281.0362,-3.214
2G3221607+0018689,2G3221607+0018689,322.1608,0.1869,0.06,0.33,0.24,0.29,0.04,6,58,0.67,,0.13,C,,1G322158+001856,G322.159+00.187,,,Simbad,230.0878,-57.0183
2G3491133+0001052,2G3491133+0001052,349.1133,0.0105,0.08,0.42,0.32,0.37,0.06,9,50,0.64,,0.16,C,,1G349115+000114,,,,Simbad,259.2165,-38.0337
2G3222166+0051853,2G3222166+0051853,322.2166,0.5185,1.14,4.12,3.3,3.74,0.75,46,118,0.6,0.11,0.34,R,,1G322200+005193,G322.220+00.504,,,Simbad,229.8482,-56.7086
2G3287752+0046299,2G3287752+0046299,328.7753,0.463,0.2,0.61,0.46,0.54,0.15,57,72,0.66,,0.13,C,,1G328776+004622,G328.777+00.460,,,Simbad,239.0905,-52.8701
2G3364111-0027897,2G3364111-0027897,336.4112,-0.279,0.76,1.79,1.3,1.56,0.4,17,101,0.68,0.14,0.14,R,,1G336413-002719,G336.410-00.257,,,Simbad,248.5811,-48.1194
2G0104975+0002830,2G0104975+0002830,10.4976,0.0283,0.04,0.23,0.16,0.2,0.03,51,35,0.72,,0.21,C,,,G010.497+00.028,,,Simbad,272.1713,-19.8413
2G0311389+0012860,2G0311389+0012860,31.139,0.1286,0.38,1.02,0.7,0.88,0.21,72,110,0.73,0.08,0.15,R,,1G031138+001321,G031.135+00.129,,,Simbad,281.9272,-1.537
2G0291576-0026207,2G0291576-0026207,29.1576,-0.2621,0.33,1.9,1.71,1.8,0.36,15,95,0.43,0.23,0.23,R,,1G029158-002619,G029.161-00.261,,N51,Simbad,281.3701,-3.4783
2G0269792-0031736,2G0269792-0031736,26.9793,-0.3174,0.09,0.2,0.14,0.18,0.05,11,63,0.71,,0.18,C,,,G026.980-00.318,,,Simbad,280.4209,-5.4411
2G0045282-0013381,2G0045282-0013381,4.5282,-0.1338,0.18,0.8,0.53,0.68,0.13,23,82,0.76,,0.34,C,,1G004526-001335,G004.525-00.136,,CN62,Simbad,269.1351,-25.1136
2G0276858+0007473,2G0276858+0007473,27.6859,0.0747,0.38,1.04,0.88,0.96,0.24,2,119,0.52,0.09,0.34,R,,1G027688+000778,G027.682+00.076,6.0,,Simbad,280.3954,-4.6334
2G0592239-0047766,2G0592239-0047766,59.2239,-0.4777,0.15,0.56,0.39,0.48,0.2,74,110,0.72,0.21,0.21,R,,1G059224-004777,,,,Simbad,296.0057,22.9795
2G3025125-0074464,2G3025125-0074464,302.5125,-0.7446,0.7,1.66,1.21,1.45,0.43,21,61,0.69,,0.31,C,,1G302509-007380,G302.503-00.762,12.1,,Simbad,191.9158,-63.6133
2G0199710+0041894,2G0199710+0041894,19.9711,0.4189,0.1,0.42,0.27,0.36,0.07,40,60,0.76,,0.24,C,,1G019972+004181,G019.971+00.418,14.4,,Simbad,276.4904,-11.319
2G0380187-0039479,2G0380187-0039479,38.0188,-0.3948,1.04,1.72,1.24,1.5,0.49,52,94,0.69,0.04,0.29,R,,1G038016-003955,G038.017-00.385,,,Simbad,285.5359,4.3454
2G3282332+0099826,2G3282332+0099826,328.2332,0.9983,0.16,0.49,0.4,0.45,0.19,30,100,0.59,0.22,0.39,R,,1G328235+009974,G328.233+00.997,,,Simbad,237.8345,-52.8017
2G0274834+0017443,2G0274834+0017443,27.4835,0.1744,0.18,0.91,0.69,0.81,0.13,70,106,0.66,0.18,0.25,R,,1G027484+001817,G027.476+00.179,12.6,,Simbad,280.2135,-4.7677
2G0241359+0043617,2G0241359+0043617,24.1359,0.4362,0.32,2.42,1.98,2.21,0.29,72,106,0.57,0.14,0.33,R,,1G024136+004363,G024.139+00.432,5.8,,Simbad,278.4328,-7.621
2G3234819-0018120,2G3234819-0018120,323.4819,-0.1812,0.09,0.54,0.45,0.5,0.07,158,69,0.54,,0.29,C,,1G323482-001805,G323.486-00.179,,,Simbad,232.4702,-56.5943
2G0483756+0037174,2G0483756+0037174,48.3757,0.3718,1.29,1.29,0.81,1.08,0.33,157,180,0.78,0.09,0.27,R,,1G048375+003730,G048.375+00.376,,,Simbad,289.7012,13.8837
2G0515994-0033034,2G0515994-0033034,51.5994,-0.3303,0.45,1.65,1.55,1.6,0.4,26,120,0.35,0.12,0.23,R,,1G051602-003374,,,,Simbad,291.9201,16.3933
2G0519877+0067260,2G0519877+0067260,51.9878,0.6726,1.36,10.16,6.4,8.49,2.29,116,115,0.78,0.14,0.13,R,,1G051990+005810,G051.978+00.542,,N109,Simbad,291.1913,17.2118
2G3404536-0055714,2G3404536-0055714,340.4537,-0.5571,0.22,0.38,0.25,0.33,0.15,31,47,0.75,0.18,0.19,R,,1G340451-005563,G340.449-00.557,,,Simbad,252.764,-45.2568
2G3330435-0056226,2G3330435-0056226,333.0435,-0.5623,0.08,0.29,0.22,0.25,0.04,92,106,0.65,,0.19,C,,,G333.045-00.564,,,Simbad,245.3051,-50.7436
2G0144642-0063879,2G0144642-0063879,14.4643,-0.6388,1.61,2.17,1.67,1.93,0.74,10,70,0.64,,0.21,C,,,G014.481-00.662,,,Simbad,274.7875,-16.6776
2G0404035+0073958,2G0404035+0073958,40.4035,0.7396,0.08,0.47,0.39,0.43,0.07,60,87,0.57,0.15,0.24,R,,1G040403+007402,G040.404+00.740,,,Simbad,285.6198,6.9848
2G2996963-0059357,2G2996963-0059357,299.6963,-0.5936,0.65,1.41,0.83,1.16,0.53,166,74,0.81,0.08,0.17,R,,1G299692-005971,G299.688-00.593,,,Simbad,185.6475,-63.284
2G3276328-0035391,2G3276328-0035391,327.6328,-0.3539,0.22,0.48,0.37,0.43,0.16,38,93,0.63,,0.16,C,D,1G327632-003554,G327.627-00.356,,,Simbad,238.4913,-54.2287
2G0298280-0009995,2G0298280-0009995,29.828,-0.0999,0.37,0.55,0.34,0.46,0.14,10,56,0.79,0.07,0.08,C,,,G029.832-00.100,6.1,,Simbad,281.532,-2.8078
2G0129104+0047653,2G0129104+0047653,12.9104,0.4765,0.17,0.46,0.36,0.41,0.16,17,107,0.61,0.13,0.16,R,,1G012910+004757,G012.911+00.475,,,Simbad,272.9868,-17.512
2G3380260+0001723,2G3380260+0001723,338.0261,0.0172,0.75,1.11,0.83,0.98,0.34,48,63,0.66,0.08,0.08,C,,1G338024+000188,,,,Simbad,249.8596,-46.7239
2G0203876-0001743,2G0203876-0001743,20.3876,-0.0174,0.13,0.52,0.39,0.46,0.12,32,64,0.66,0.13,0.34,R,,1G020387-000156,G020.387-00.018,12.2,,Simbad,277.0818,-11.1536
2G3564258-0013218,2G3564258-0013218,356.4259,-0.1322,0.04,0.2,0.11,0.16,0.02,35,52,0.84,,0.21,C,,,G356.426-00.133,,,Simbad,264.3423,-32.04
2G0288155+0024616,2G0288155+0024616,28.8155,0.2462,0.48,1.68,1.12,1.43,0.27,24,82,0.75,,0.16,C,P,1G028814+002505,G028.823+00.236,8.9,,Simbad,280.7605,-3.5504
2G3482723-0013668,2G3482723-0013668,348.2724,-0.1367,0.06,0.23,0.13,0.18,0.01,18,79,0.84,,0.28,C,,,G348.273-00.137,,,Simbad,258.7457,-38.8035
2G0036757-0010030,2G0036757-0010030,3.6757,-0.1003,0.05,0.21,0.19,0.2,0.03,24,63,0.45,0.24,0.23,R,,1G003676-000998,G003.676-00.100,,CN45,Simbad,268.627,-25.833
2G0493440-0033763,2G0493440-0033763,49.3441,-0.3376,0.09,0.4,0.36,0.38,0.07,38,76,0.46,0.11,0.27,R,,1G049345-003369,G049.341-00.339,,,Simbad,290.8165,14.4048
2G0126873+0001023,2G0126873+0001023,12.6873,0.0102,0.72,0.74,0.52,0.64,0.34,20,108,0.71,0.1,0.12,C,,1G012685+000088,G012.685+00.008,,,Simbad,273.3038,-17.9315
2G0354230-0027287,2G0354230-0027287,35.4231,-0.2729,0.11,0.37,0.27,0.33,0.06,10,64,0.69,,0.22,C,,1G035423-002733,G035.420-00.277,,,Simbad,284.239,2.0924
2G0389381-0035216,2G0389381-0035216,38.9381,-0.3522,0.06,0.25,0.21,0.23,0.09,72,84,0.5,0.07,0.14,R,,,G038.940-00.353,,,Simbad,285.9206,5.182
2G0493512-0027836,2G0493512-0027836,49.3513,-0.2784,0.21,1.11,0.86,0.99,0.16,31,102,0.63,0.28,0.37,R,,1G049353-002782,G049.350-00.282,,,Simbad,290.7661,14.4391
2G0502651-0001057,2G0502651-0001057,50.2652,-0.0106,0.15,0.54,0.45,0.5,0.21,51,97,0.55,0.16,0.13,R,,1G050265-000063,G050.264-00.012,,,Simbad,290.9688,15.3711
2G0249227+0007847,2G0249227+0007847,24.9228,0.0785,0.1,0.26,0.18,0.22,0.07,27,62,0.7,,0.16,C,,,G024.923+00.079,,,Simbad,279.1183,-7.0871
2G3061064+0012782,2G3061064+0012782,306.1064,0.1278,0.14,0.52,0.41,0.47,0.09,36,71,0.62,0.19,0.23,R,,1G306108+001293,,,,Simbad,199.7646,-62.5736
2G3350604-0013507,2G3350604-0013507,335.0604,-0.1351,0.09,0.88,0.58,0.74,0.06,82,13,0.75,,0.19,C,,,G335.058-00.130,,,Simbad,247.0245,-49.005
2G3483699+0014420,2G3483699+0014420,348.37,0.1442,0.32,2.6,1.88,2.27,0.31,19,68,0.69,,0.26,C,,1G348354+001363,G348.369+00.142,,,Simbad,258.5266,-38.5602
2G0142221+0001856,2G0142221+0001856,14.2222,0.0186,0.16,0.42,0.3,0.36,0.12,39,85,0.7,0.12,0.23,R,,,G014.223+00.020,,,Simbad,274.0637,-16.579
2G0145692+0010638,2G0145692+0010638,14.5693,0.1064,1.38,5.76,4.23,5.06,0.64,22,84,0.68,,0.15,C,,1G014587+000967,G014.576+00.091,,,Simbad,274.1553,-16.2319
2G3260366+0061376,2G3260366+0061376,326.0367,0.6138,0.32,2.06,1.73,1.9,0.24,60,75,0.54,,0.19,C,,1G326048+006150,G326.047+00.628,,,Simbad,235.313,-54.456
2G0491971-0036377,2G0491971-0036377,49.1971,-0.3638,0.53,1.75,1.3,1.54,0.39,17,82,0.67,0.12,0.22,R,,1G049199-003585,G049.201-00.365,5.3,N101,Simbad,290.7687,14.2628
2G0519640+0058056,2G0519640+0058056,51.9641,0.5806,4.07,13.04,10.98,12.05,2.57,98,97,0.54,0.08,0.12,C,P,1G051990+005810,,,N109,Simbad,291.2643,17.1473
2G0265419+0043400,2G0265419+0043400,26.5419,0.434,0.66,1.16,0.87,1.03,0.53,9,81,0.66,0.26,0.15,R,,1G026543+004308,G026.542+00.419,9.9,,Simbad,279.5486,-5.4856
2G0234611-0002666,2G0234611-0002666,23.4611,-0.0267,0.12,0.46,0.33,0.4,0.11,57,98,0.69,0.16,0.13,R,,,G023.459-00.026,,,Simbad,278.5335,-8.4332
2G0314275-0013946,2G0314275-0013946,31.4275,-0.1395,0.08,0.28,0.18,0.23,0.04,126,75,0.75,,0.13,C,,,G031.426-00.140,,,Simbad,282.2975,-1.4025
2G0506629-0052271,2G0506629-0052271,50.6629,-0.5227,0.2,0.75,0.67,0.71,0.2,0,101,0.45,0.1,0.16,R,,1G050662-005234,G050.662-00.524,,,Simbad,291.6321,15.4783
2G0073675-0011473,2G0073675-0011473,7.3676,-0.1147,0.02,0.29,0.17,0.24,0.02,109,42,0.82,,0.16,C,,1G007367-001148,G007.366-00.116,,CN98,Simbad,270.6628,-22.6415
2G3438030+0021564,2G3438030+0021564,343.8031,0.2157,0.53,0.95,0.7,0.84,0.2,31,112,0.67,0.13,0.27,R,,1G343800+002158,G343.803+00.214,,,Simbad,254.8439,-42.1653
2G3339575-0025015,2G3339575-0025015,333.9575,-0.2501,0.12,0.42,0.33,0.38,0.1,37,66,0.61,0.19,0.15,R,,1G333959-002497,G333.963-00.249,,,Simbad,245.9683,-49.8756
2G3453611-0089834,2G3453611-0089834,345.3611,-0.8983,0.66,0.86,0.64,0.76,0.33,143,166,0.67,0.05,0.1,C,,,G345.350-00.905,,,Simbad,257.3037,-41.604
2G3331084-0078413,2G3331084-0078413,333.1085,-0.7841,0.31,1.61,1.38,1.5,0.15,10,74,0.51,,0.25,C,,1G333106-007822,G333.094-00.773,,,Simbad,245.6259,-50.8545
2G3471621-0824785,2G3471621-0824785,347.1622,-0.0001,0.2,1.41,1.19,1.31,0.12,87,73,0.54,,0.13,C,,1G347160+000031,G347.160+00.007,,,Simbad,257.7611,-39.6216
2G3509512+0036466,2G3509512+0036466,350.9512,0.3647,1.18,2.7,2.21,2.47,0.73,33,85,0.57,,0.14,C,,,G350.958+00.358,,,Simbad,260.1788,-36.3262
2G0339139+0010603,2G0339139+0010603,33.9139,0.106,0.25,0.42,0.3,0.36,0.19,34,106,0.7,0.11,0.17,R,,,G033.914+00.107,7.1,,Simbad,283.2129,0.9223
2G0290957-0067613,2G0290957-0067613,29.0958,-0.6761,1.26,4.31,3.54,3.95,0.8,66,141,0.57,0.12,0.35,R,,1G029092-006708,G029.088-00.675,,,Simbad,281.7109,-3.7222
2G3385763+0001998,2G3385763+0001998,338.5763,0.02,0.21,1.22,0.81,1.03,0.18,3,84,0.74,0.15,0.28,R,,1G338574+000204,G338.576+00.020,,S32,Simbad,250.3867,-46.3101
2G3073798-0093289,2G3073798-0093289,307.3799,-0.9329,0.19,0.4,0.34,0.37,0.1,177,13,0.54,,0.13,C,,,G307.381-00.938,,,Simbad,202.8531,-63.4589
2G3434561+0000339,2G3434561+0000339,343.4561,0.0034,0.88,1.83,1.07,1.5,0.39,147,143,0.81,0.08,0.13,R,,1G343449+000071,,,,Simbad,254.779,-42.5693
2G0207607-0007532,2G0207607-0007532,20.7607,-0.0753,1.29,2.48,1.63,2.1,0.74,155,88,0.75,0.23,0.25,R,,,G020.750-00.090,11.7,,Simbad,277.3106,-10.85
2G3174425-0039168,2G3174425-0039168,317.4425,-0.3917,0.29,0.87,0.67,0.77,0.16,56,98,0.64,0.06,0.2,R,,1G317443-003888,G317.444-00.393,,,Simbad,222.7811,-59.848
2G0244240+0033582,2G0244240+0033582,24.424,0.3358,0.06,0.39,0.32,0.36,0.04,27,44,0.58,,0.22,C,,1G024425+003359,G024.425+00.335,,,Simbad,278.6566,-7.4116
2G3479896+0006139,2G3479896+0006139,347.9896,0.0614,0.77,2.0,1.73,1.87,0.48,108,124,0.5,0.22,0.26,R,,1G347989+000549,G347.990+00.048,,,Simbad,258.3269,-38.917
2G0298546-0007396,2G0298546-0007396,29.8546,-0.074,0.82,2.2,1.57,1.91,0.31,168,79,0.7,,0.16,C,,1G029855-000706,G029.862-00.059,6.2,,Simbad,281.5211,-2.7723
2G3117569+0008829,2G3117569+0008829,311.7569,0.0883,0.11,0.38,0.31,0.35,0.12,36,113,0.58,0.1,0.09,C,,,G311.758+00.087,,,Simbad,211.6092,-61.4917
2G3513547+0101922,2G3513547+0101922,351.3547,1.0192,0.23,0.85,0.66,0.76,0.16,161,82,0.62,,0.25,C,,,G351.360+01.015,,,Simbad,259.8009,-35.6208
2G3379859-0006187,2G3379859-0006187,337.986,-0.0619,0.04,0.24,0.22,0.23,0.03,31,46,0.34,,0.21,C,,,G337.986-00.062,,S35,Simbad,249.9069,-46.8064
2G3092500-0018984,2G3092500-0018984,309.25,-0.1898,0.11,0.7,0.52,0.62,0.07,162,84,0.67,,0.29,C,,1G309249-001902,G309.250-00.192,,,Simbad,206.5937,-62.3857
2G0195819-0023629,2G0195819-0023629,19.5819,-0.2363,1.43,1.5,0.9,1.23,0.57,14,75,0.8,,0.13,C,,1G019570-002362,G019.593-00.245,,,Simbad,276.8972,-11.9686
2G3555286-0010051,2G3555286-0010051,355.5287,-0.1005,0.32,1.57,1.18,1.39,0.18,8,63,0.66,,0.15,C,,1G355529-001028,G355.529-00.102,,,Simbad,263.738,-32.7787
2G0307793+0023002,2G0307793+0023002,30.7793,0.23,0.28,0.38,0.31,0.35,0.17,108,93,0.6,0.05,0.08,C,,,G030.778+00.230,,,Simbad,281.6728,-1.8108
2G3038689-0078639,2G3038689-0078639,303.8689,-0.7864,0.36,1.1,0.87,0.99,0.24,17,116,0.62,0.28,0.36,R,,1G303868-007873,G303.872-00.792,,S164,Simbad,194.9701,-63.6428
2G3534942-0038371,2G3534942-0038371,353.4942,-0.3837,0.18,0.91,0.68,0.8,0.14,36,68,0.66,,0.16,C,,1G353492-003796,G353.495-00.384,,,Simbad,262.6894,-34.6385
