,dec_min,ra_min,dec_max,ra_max,fits_path
0,-0.16836262852470701,329.4113183652618,-0.14864151869587647,329.43014990804227,spitzer_33000+0000_rgb
0,0.19413866993361328,328.91817904727657,0.2717325819180908,328.99550814806577,spitzer_33000+0000_rgb
0,0.003431966111513672,331.079598418566,0.05516145778171875,331.1304356169509,spitzer_33000+0000_rgb
0,0.4511264603324853,328.76319434830555,0.4718977817393554,328.784038423618,spitzer_33000+0000_rgb
0,0.14725691584513914,331.413557236841,0.16145605307293945,331.42821609086104,spitzer_33000+0000_rgb
0,-0.4029366821685498,330.67070702454293,-0.38046931585676513,330.6928491955455,spitzer_33000+0000_rgb
0,-0.4834667106601245,331.1387598763077,-0.4737761996893213,331.14862502920386,spitzer_33000+0000_rgb
0,-0.502487625183457,331.12522577813576,-0.4837852327923559,331.14362189611586,spitzer_33000+0000_rgb
0,0.1269658190428418,330.33795816719334,0.18720507625294922,330.39705663665444,spitzer_33000+0000_rgb
0,-0.40358487552144284,330.65356737627684,-0.3814858360288916,330.67531403947083,spitzer_33000+0000_rgb
0,-0.48457543460737057,330.69579426387537,-0.28612817096684323,330.8949796459981,spitzer_33000+0000_rgb
0,0.10318758034833252,329.25406755303226,0.12461653521216796,329.2757018301597,spitzer_33000+0000_rgb
0,-0.549971714877887,331.1221260874116,-0.5272298531261389,331.143691761024,spitzer_33000+0000_rgb
0,0.040953531491506344,329.25939974698935,0.05682047469221191,329.2751543041235,spitzer_33000+0000_rgb
0,-0.4127113402739282,330.27368237031004,-0.3808069623377637,330.30629312844746,spitzer_33000+0000_rgb
0,-0.4977834422877905,329.10055876550484,-0.4828237256405127,329.1148927497365,spitzer_33000+0000_rgb
0,-0.2417825496655078,331.0498519182124,-0.22050561302931884,331.0704786269905,spitzer_33000+0000_rgb
0,0.32547607096398923,329.5689676149874,0.3389401007772656,329.5826365601632,spitzer_33000+0000_rgb
0,-0.015402750497014159,331.3412478707021,0.02597322565172607,331.3816849227066,spitzer_33000+0000_rgb
0,0.6078609965255566,328.9244441839326,0.6209239846761767,328.93731185958524,spitzer_33000+0000_rgb
0,-0.14847241062465089,328.569883152322,-0.13257649607006836,328.58541733185416,spitzer_33000+0000_rgb
